Asin,ProductName,UserName,Rating,Subject,ReviewDate,Review
B0C2YB2G8S,Watch C,CraigCraig,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsUnbeatable price and excellent quality,15-Nov-23,"Bought so I don’t miss calls/texts from the office.  Never owned a smart watch and couldn’t justify paying several hundred bucks for one.  I saw this one on sale and was willing to risk 40 bucks.  So far there’s nothing I dislike about the watch.  Plenty to like:  appearance, comfort, functionality, battery life.  I won’t list all the features/functions, but some highlights are vibration alerts, alarms, timers, answer calls, view messages and control music.  Like that I can be some distance from my phone and still get alerts and answer calls via Bluetooth.  Especially recommend this for a first time user to try out and see if it’s useful in your daily life.  It is in mine."
B0C2YB2G8S,Watch C,Kayla Anderson Kayla Anderson ,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsWorth every dollar,20-Nov-23,I absolutely love this watch. It looks great feels great. It has everything on the watch that it states.  Perfect size. Only thing I don't like is the band feels very cheap other then that. Yes it is completely worth buying. Price is affordable I'm even buying my husband one.
B0C2YB2G8S,Watch C,MC,5.0 out of 5 stars,5.0 out of 5 starsGreat Watch,14-Nov-23,"I was skeptical about getting an inexpensive watch, but this watch surprised me. It's well made, and the screen is easy to see. The touch capabilities is excellent and moving around to the various screens is easy to do. Setting up the phone is relatively easy to do. The only thing I wish the watch could do is allow you to respond to a text message. Otherwise, I would highly recommend this watch."
B0C2YB2G8S,Watch C,Charlla Broughton,5.0 out of 5 stars,"5.0 out of 5 starsSo far, so good",21-Nov-23,"This was already almost fully charged right out the box,  so I could use it immediately.  So far, no issues.  I set it up to the app and it seems to be working well."
B0C2YB2G8S,Watch C,buys 2 much,5.0 out of 5 stars,5.0 out of 5 starsCan't beat the price,18-Nov-23,It took a minute to learn how to use it! Once I got the hang of it it's amazing! Fits great! Easy to use. Can hear clearly. The color is pretty.It's fun to track the level of stress and sleep!
B0C2YB2G8S,Watch C,Cathy MerchantCathy Merchant,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsLove my new watch!,15-Nov-23,"So far seems flawless & has loads of features I love! Just received so can't give longevity yet but love it so far! Able to put one of my fav pics as screensaver, love that!"
B0C2YB2G8S,Watch C,Cm,5.0 out of 5 stars,5.0 out of 5 starsSpeaker is really good,17-Nov-23,It was a gift to my grand daughter and she loved it.  Speaker is good
B0C2YB2G8S,Watch C,Mary,5.0 out of 5 stars,5.0 out of 5 starsThe watch works,5-Nov-23,I like the watch. After reading the directions I was able to use it.
B0C2YB2G8S,Watch C,Tim Imler,3.0 out of 5 stars,3.0 out of 5 starsSMS does not work,20-Nov-23,Everything on the watch works besides the SMS texts. All of the notifications are set up accordingly. This is so frustrating bc that is why I ordered it besides to count my steps. Would love to be able to get actual feedback from the company.
B0C2YB2G8S,Watch C,Megan Ruggaber,1.0 out of 5 stars,1.0 out of 5 starsLet down,20-Nov-23,I was very excited about this watch but the app is hard to use and understand and the watch doesn’t receive texts like it is supposed to. It worked for maybe a hour but now it keeps resetting and doesn’t get texts like I hoped :( can’t return bc I threw out the box
B0C2YB2G8S,Watch C,TransDad,1.0 out of 5 stars,1.0 out of 5 starsStopped working after 5 days,23-Oct-23,"Battery life if fantastic and I loved it while it worked but it will no longer read my heart rate or count any steps I take, which is why I bought it. It's basically just an expensive wrist watch now."
B0C2YB2G8S,Watch C,Michelle Kindle Customer,4.0 out of 5 stars,4.0 out of 5 starsLittle details keep this from five stars.,14-Nov-23,"This watch seemed easy to set up. It took just about an hour total. I even have an older phone that isn't 5G. The watch can be hooked to Alexa, and plays music or podcasts through your phone. I have been able to make calls and read texts from it as well. Though you cannot go very far from your phone during a call.It is the little details that may keep me from giving this phone five stars. It does not consistently measure heart rate. I have to sit still to get it to take a reading of my heart rate.Compared to much smaller Fitbit Inspire 3 that measures heart rate even while I am exercising.The band is very thick and my skin doesn't like it much. I hope there is a fabric or metal band available that I am not allergic to.The step counter seems a bit off compared to the Fitbit as well. It is 56 steps behind. Now I am wearing the Fitbit on the left wrist so that could be the difference.Yet for the price, with all the options it carries, and a free app... You really cannot complain. It does almost everything it says it will. And I have only been wearing this one day. The bugs may work out over time."
B0C2YB2G8S,Watch C,JackJack,4.0 out of 5 stars4.0 out of 5 stars,"4.0 out of 5 starsI didn’t have high hopes for this, but I’m absolutely blown away by the quality",28-Sep-23,"This will have been my most in depth review to date on something so versatile as this “smart watch” with built-in Alexa capabilities. There’s many pro’s and con’s to this device, but let me start out by saying that I didn’t have very high expectations for a “smart device” with such a low price tag associated with it. The device itself has many great features–accuracy to be debatable. Overall, I’m pleased. Let’s dive a little deeper:Pro’s:- It has an incredible range, whereas another reviewer stated that it did not. For the price of this “smart watch” I’m absolutely blown away that my phone can be left in one room of the house, yet alert me to calls or text messages while in another room.- This device exceeded my expectations where battery life has come into play. It arrived with a 97% charge left, and I didn’t really leave it on the charging dongle but for a few minutes. I’d used it extensively for an entire 24 hours and it never dipped below 73%.- When placed on a charge, it charges incredibly fast. Several percent within a matter of five minutes. I’d anticipate this watch charging at least a good 40% while you took a decent shower and prepared for bedtime.- The watch can read a person’s heart rate, and oxygen saturation with a seemingly high accuracy–give or take 10bpm. (I don’t own a medical grade device to check this against, so I’m going by my usual heart rate readings when I check it with my finger.)- It seems to read your sleep patterns with high intuitiveness, but I have no way of proving its accuracy. (It said I had 13 steps at 4:45 this morning, yet I don’t remember getting out of bed even once.)- It has a ‘do not disturb’ feature, so you can tell it to stop alerting you about phone notifications for any length of time.- You have the ability to place a phone call directly from the watch, but the call itself needs to be handled on your phone. I don’t see myself using this function very often–if ever.Con’s:- It doesn’t have the capability of replying to text messages.- It can’t display emoji’s that somebody sends in their messages, nor pictures of any kind.- The charging cord is incredibly short (13 inches), though this can be remedied if you have USB extension cables.- The band it comes with is quite small. If you have a larger wrist like I do, you’ll be lucky to snap the buckle in its last available hole. And prolonged wearing, it will cause a swollen indent into your wrist. Not terribly uncomfortable, but I couldn’t see myself wearing it with the existing band more than 12 hours at a time.- The app it comes with (required to be downloaded prior to setting up the device itself) seems to have been developed/written in a country where English is not their primary language. It’s not a huge deal for me, but the grammar and spelling issues would certainly contrast next to a health tracking app from any leading company established in The USA. (Screenshot provided will show one example of this).For an off-brand piece of hardware that this is, I’m very pleased with it’s wide array of capabilities and functions.4 Very Promising Stars"
B0C2YB2G8S,Watch C,RachelRachel,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsOverall solid smartwatch!,1-Oct-23,"Immediately out the box, the product warns you to charge before use, and to my delight it was already 99%, so I put it on. To less than my delight, the band is rather small, especially for a larger person like me. I can only comfortably fit on the very last hole. This isn't typical of watches or bands I've had in the past, even being a bigger girl, so I was confused. Just be warned if you are larger too, you may need to create your own hole, or find a larger band to replace the original with.Set up was easy, you need to have their app filled VeryFit downloaded. It is not compatible with MyFitnessPal, which is a bit of a bummer as I use that app to track my food and calories.I also still can't figure out how to get the sleep tracking to work. I enabled on the app to allow it to do smart sleep tracking, or something along those lines, because it's turned off by default for some reason. But my watch still just says to wear it while I sleep. I've never had this issue with smart watches in the past, so it's pretty weird.Also if you want a constantly updated heart beat monitor, you'll have to enable that in the settings. What good is a HRM if it only shows when I ask it to? I suppose it saves battery, but I don't mind just charging it while I shower or relax at my computer. After 3 days I was at 50% and felt I should charge it.Also as somebody who has a high refresh rate monitor and phone screen, the watch looks a bit choppy as far as frame rate, but you aren't the type of person to notice that stuff, it probably wouldn't bother you at all. I got used to it.Other than the sleep feature not working for me, and the band being a tight fit, overall this is a good bang for your buck. It looks professional, and my boss even mistook it for an apple watch, and he owns one. He was flabbergasted when I told him the price being so cheap.3/5 for comfort because of the band issue.3/5 for accuracy because I do think it reads my heart rate too high and doesn't read my sleep at all.5/5 for worth your money though because it's still a nice watch and I'd like to keep using it."
B0C2YB2G8S,Watch C,Jess B.,4.0 out of 5 stars,4.0 out of 5 starsGood value for a smart watch,14-Nov-23,"This smart watch isn't on the level with more expensive models, but that's an unfair comparison, since it's far less expensive. I have a few smart watches. I'd say this watch brings 80% of the performance of my most expensive smart watch and it costs maybe 30% of what that one did. So I really can't complain.Sometimes, it's a little slow to turn on from a wrist turn like it's supposed to. I also don't love how it won't let me swipe away one notification at a time. But overall, that's minor stuff. It gets the job done. Also, the battery life is amazing. I charged it over a day ago and have been wearing it since. It's now at 70%. Pretty great! Overall, this is a very good value and does the job."
B0C2YB2G8S,Watch C,MollyMolly,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsIt’s not HIGH quality- but works well.,8-Nov-23,"Overall, I really like this watch. It was easy to set up and (so far) functions well.It’s a vaguely similar look to an Apple Watch from a distance. Up close it’s pretty clear the watch face is thicker and lower quality than the real deal. The band feels a little flimsy, but has stated put really well.I have an iPhone X and am able to get my app notifications on this watch. The watch app is able to communicate with the Health app on your iPhone- but everything goes initially through the 3rd party watch app (VeryFit).The watch has some decent functions. SPO2, HR, Stress levels… it’s pretty cool. It says it’s able to track sleep- but I’m not sure how accurately it’s doing that for me.Something I thought was weird was the fact that you can PAY to get a different watch face display. There are some “free of charge” but others cost $0.49. After spending the money on a smart watch, I think people should have access to all of the content/capabilities without additional costs."
B0C2YB2G8S,Watch C,Sharon SSharon S,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsA great smartwatch with a drawback for me,12-Oct-23,"I have tried several smartwatches of this kind, and this one stands out for its ease of setup and use. At first, I was not impressed by the band, which looked cheap. But after wearing it for a day, I realized it was the most comfortable band I’ve ever had! It shows that you can’t judge a book by its cover.It paired quickly with my phone via Bluetooth, and the connection was stable. I could walk around most of my house without losing it. And when I came back in range, it reconnected smoothly.It supports all the usual notifications: text, email, social media, etc. It also has an activity tracker, a sleep tracker, and a monitor for heart rate, oxygen and stress levels. If you feel too stressed, you can use the breathing mode to help you relax. You can also check the current temperature and weather.Some features that I found useful were the flashlight, alarm and find my phone. I had to use the find my phone feature three times in three days because I didn’t need to carry my phone with me thanks to the watch’s range.You can make and receive calls through the watch, which worked well for me. However, you can’t listen to music or podcasts on the watch. This was a letdown. You can only use the music app to control the volume and move through the songs.The watch has more features than I mentioned. It’s fun to explore all that it can do.This watch uses the VeryFit app, which I don’t like very much. But that’s just my preference.For the price, this is a wonderful watch, packed with features, with a beautiful screen that is clear and easy to read. I deducted a star for not being able to listen to audio on the watch, which I enjoy doing."
B0C2YB2G8S,Watch C,Lola W.Lola W.,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsBasic functions but cute.,11-Nov-23,"I got this smart watch primarily to track my steps. So far it’s met my expectations in that area so I’m pleased. I also like that you can change the display pictures which is clear and bright and the screen is a good size. The regular things like seeing whose calling, texting and whatsapp alerts work fine as well. I don’t think you can respond to texts the only option you get is to delete it. The watch is pretty lightweight, the band is soft and comfortable on my wrist but I can’t find what size watch band it uses to get a replacement. A decent watch if you want something with basic functionality yet decent looking."
B0C2YB2G8S,Watch C,MarchyHuangMarchyHuang,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsgood gift for mom,7-Nov-23,"As a birthday gift for my mom, she loves it so much. I can easily set up and pair with her phone. This watch comes with heartbeat monitoring, oxygen monitoring, sleep tracking, these features are needed for a senior helping them to monitor their health which is amazing and important. The watch User Interface is simple and straightforward, even a non tech savvy can easily use it, icons/apps are sharp and nice."
B0C2YB2G8S,Watch C,Zed,4.0 out of 5 stars,"4.0 out of 5 starsNot really a smart watch, but still excellent!",25-Sep-23,"The product description calls this a smart watch, but it isn’t. It can not make calls by itself and does not have a microphone or speaker.That being said, this is still a really nice watch! The bluetooth integration allows you to start and end calls from the watch, and you can easily track exercise. I love the ability to choose from watchfaces. I also LOVE the ability to set alarms on the watch. It’s much easier for me to turn off an alarm that is on my wrist.The only downside (other than this not being a true smart watch) is the way notifications behave. They just flash quickly and then are gone before I can read them. If they either displayed for longer or queued so I could review them on my own, then this would be a perfect product.UPDATE: I have been using this watch more and was able to figure out how to view notifications and now I’m a bigger fan! There are three ways to view on the watch: swipe sideways for tiles, swipe up for notifications, double press the side button for a menu. I’m still figuring out what configuration of tiles works best for me, but it’s much easier to navigate now that I know the different ways!"
B0C2YB2G8S,Watch C,MadyMady,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsa decent smart watch,6-Oct-23,"I like this watch. It has many features and its pretty simple to navigate. You can change the face with a ton of different choices and it seems pretty spot on for steps, oxygen saturation,heartbeats per min and stress levels. The sleep part does light deep and awake. I do wish it tracked REM.  The watch itself is easy to read and its clear to see what your numbers are. I do like that it shows the different data and breaks it down by the minutes which is pretty neat to see. The Bluetooth is crystal clear. Whenever I receive a call the other person can hear me just like I was on my phone. All in all, its a good smart watch and its pretty simple to use."
B0C2YB2G8S,Watch C,Ray Rickstrew,4.0 out of 5 stars,4.0 out of 5 starsSmart watch yes but super simple,3-Oct-23,"Out of the box, charged it.  Set up was fast and easy.  Included apps are very minimal and simplistic.  Appearance is nice, very light and good touch screen.  I did not like the strap tucking into itself but that's just me.  I have not own a lot of smart watches so as a watch it is great.  The fitness part was not up to what I expected.  It did great on steps but when you want to check your heart rate you need to click on that app and wait 5-10 seconds.  It is a fun first smart watch and I definitely need to explore it a lot more.  I can't say if it is a good value since I don't have a lot of experience with smart watches, but I'll keep exploring the watch and get back to this review after a month of playing around with it."
B0C2YB2G8S,Watch C,JMJJMJ,4.0 out of 5 stars4.0 out of 5 stars,"4.0 out of 5 starsComfort, Useful, and Fashionable",26-Sep-23,"This watch was super easy to setup. I scanned the QR code which took me straight to the app to download, from there setup was self explanitory. The sound quality of a phone call is super clear and the display is on point. I'm actually very satisfied with this watch. It paired easily to Bluetooth, and the watch band is a soft non skin irritating material. It's kind of like a soft silicone material. The band closure tucks right under the band and it doesn't stick out like normal watches. The only downfall I have, and it may be because I haven't figured out to to maneuver the setting yet is that I can't voice respond to text messages when they're received. But that's ok,  I can at least see the text then grab my phone if it needs to be responded to immediately. I'm actually very satisfied with this smart watch. I would recommend. My teen actually likes this and said she would wear it. Imagine this, she actually said she was jealous,  so I'll be buying one for her."
B0C2YB2G8S,Watch C,Steve & Steph's RV AdventuresSteve & Steph's RV Adventures,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsGreat features but touch screen not too responsive,12-Oct-23,"The media could not be loaded.                 This smart watch is a bargain based on all of the features it offers. The interface is clear and bright, and the app was an easy download on my Samsung Galaxy S21Plus. The watch connected easily per the instructions to my phone, and was ready to go.The first thing I would advise is to change the screen timeout under Settings, (on app or watch) because the screen timeout was set to like 2 seconds and that made it difficult to navigate.Most of the setup is easiest to do on the app, and then everything works well on the watch itself. You will get calls & app notifications, check the weather, use it as a pedometer to record steps (MUCH easier than carrying your phone for this purpose), get your heart rate & blood oxygen level, activate the camera (works as a ""remote"" for taking photos), record exercise, play music, and much more.One of my favorite things about the watch is that the end of the wristband tucks into the wristband so its not flopping around to get caught on things, which also provides a clean modern look.The only reason I did not give 5 stars is that the touch screen was not super responsive for me and it took a few taps and swipes to navigate."
B0C2YB2G8S,Watch C,Naima ,4.0 out of 5 stars,4.0 out of 5 starsFunctional,7-Oct-23,"The smart watch is great for an alternative watch. It has a few good features. I use it for my everyday activities. It gives the steps walked, and calories burned. You can also set a reminder to drink water. A con is it doesn’t allow you to text. The battery life is great. I don’t have to charge it as much."
B0C2YB2G8S,Watch C,Richard B.Richard B.,5.0 out of 5 stars5.0 out of 5 stars,"5.0 out of 5 starsFor the price, a good functional smart watch.",7-Nov-23,"The Smart Watch is solidly built with an all metal casing surrounding the plastic screen face.  It came with a 92% charge -- a good thing, no waiting for watch setup. The phone app setup was easy and fairly fast.  Pairing happened rapidly also.  The watch screen is bright with exceptionally clear and crisp watch face screens (My pics don't do it justice--I was in a ""bright"" setting for the photos).I have two other smart watches, one at a similar price and one much more expensive.  This watch, with all its functions, compares favorably with my current watches.  It is very fast (compared to my other watches) at loading and synchronizing different watch faces thru the app.  Watch faces are free or .49c to a few dollars each.  As with most smart watches, there is a ""multitude"" of choices.  The watch does only store 4-5 watch faces at a time, but deleting ones is easy with only a couple taps to delete when loading a new screen.  There are a variety of choices, but they don't seem to be as ""intricate"" as other watches I have.Charging is done with a USB connecting cable and a magnetically charged pin connector for the back of the watch.  When your connection is complete for charging, you get a vibration and screen ""light up"" to let you know it is charging.  Charge life is similar to other Smart Watches at 5-7 days with normal use.  It has one very nice feature -- just lifting your wrist upward activates the screen and dropping your wrist turns the screen off.  No shaking or rapid movement to get it to function. The band ""leaves something"" to be desired, but most, in this price range, are similar.  Accuracy may be an issue for some of the readings, but I am still testing its reading results, and can’t say at this point.  Overall this watch is a good value product in this price range."
B0C2YB2G8S,Watch C,Robert Carreon,4.0 out of 5 stars,4.0 out of 5 starsDelightful and easy to use,30-Sep-23,"Great style/color and with a display area large enough for my 50+ year-old eyes to read easily.  Packed with features which my old watch did not have (Alexa and phone connectivity).  Comfortable and no cheap plastic feel.  It's supposed to be water proof, but I'm not sure if that means is able to be immersed or just splashed on.  I would not take it into the swimming pool (don't ask me how I know).  Came with tiny instructions, but otherwise I'm happy with this purchase.  For the price, I'd be satisfied if I get one year's use out of it."
B0C2YB2G8S,Watch C,CJA,4.0 out of 5 stars,"4.0 out of 5 starsFor the price, its pretty good!",25-Sep-23,"I ended up liking this watch more than I thought I would especially knowing the asking price.  I paired this with a Pixel 6A, and it worked great for tracking sleep, heart, steps, and plenty of other things.  It also ties into the phone so you can read messages, answer the phone, and change the music.  I also paired this with an Apple iPhone 15 Pro Max, and it works like a charm.  The notification sounds that come out of this watch are also the same that can be found on an Apple Watch.  There is no App store to download new apps; however, most of the apps that are built into this watch are what most people use when they buy one of these smart watches.  I can highly recommend this watch!"
B0C2YB2G8S,Watch C,Ms AmandaMs Amanda,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsReally nice smart watch,28-Sep-23,We recieved this smart watch with built in Alexa capabilities. I ordered it for my daughter so she would be more mindfull of her activity and because she always says she can't keep track of time even though she has a smart phone.This little watch packs a punch with many of the same features name brand smart watches have. It tracks her sleep heart rate step count depending on the clock face you have set it also shows date and Day. It connects to Alexa your emails text messaging and phone. It even has a built mic so you can actually  answer calls right from you watch.My daughter loves it and we recommend
B0C2YB2G8S,Watch C,Justin,4.0 out of 5 stars,4.0 out of 5 starsPairs with Apple or Android,21-Sep-23,"At first glance, it is lightweight, but just feels cheap and the band looks it.  But when you turn it on and use it, it is very functional.  Alexa is a nice addition and allows you to do voice commands and such without having to have an apple or google.  This watch also has fitness trackers and such that higher end watches have.  The watch is a bit laggy on the swipe and in apps, but this is a fraction of other brands and does much the same.  Not sure if the wrist bands are as changeable as other brands, but it would be nice to get different colors.  Overall, worth the buy though. I’m amazed they can put so much in for such an affordable range."
B0C2YB2G8S,Watch C,brandibrandi,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsVery good off-brand smart watch,10-Oct-23,"I have been wearing this smart watch since the day it arrived.  While this is my first smart watch, the rest of my family has been using them with their fruit-brand phones.  I have the other type of phone and this was easy to pair and sync with it - it took less than a minute to download and install the app and pair with the watch.  I then compared the features of this watch with my family members' devices and this one includes nearly all the same features.  ""find phone"" is quite helpful. - timer/stopwatch/alarm (on the watch) separate from the phone - steps, goals, activity tracker, etc. were all the same, albeit they look different and finding them took a little trial and error.  The band is comfortable being soft silicone and i really like how the extra band tucks under the other side so nothing is loose and flapping around.  Changing the watch face appearance was very easy through the app, although the watch itself can only store 3-4 different styles depending on the size of the file.  Browsing through the app, some styles were available for purchase, but there were plenty that appealed to me which were free and ranged from simple to highly detailed - digital and analog.  The watch holds a charge well and the magnetic cable works well although the cable could be longer than 6-8"".  It's tight but it still reaches the nightstand. Overall I am very pleased with this watch and I don't think I have fully explored all of the possibilities yet.  At a fraction of the price of other fruit-brand watches, this is an incredible bargain and a solid product.Edit Oct 24, 2023:  The app connected to this smart watch performed an update to the firmware for this watch.  In total, the update took about 5 minutes and there were no issues with the download or installation.  It surprised me a little bit that the vendor felt it necessary to perform an update (have not found the release notes yet) on the firmware and make improvements for any who might be trying this watch out.  Because everything went so smoothly and they care enough to continue working on the product, I felt it deserved an edit to my review to communicate that it seems they (ENOMIR) are still investing in their product and standing behind it to ensure a great user experience."
B0C2YB2G8S,Watch C,Kaley NighKaley Nigh,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsI love this smart watch!,13-Nov-23,"So, I already had a smartwatch, but I was sold on this beauty because it has Alexa, which is fantastic. I wore both watches (one on each wrist) for a couple of days to test and compare them, this is what I found:-Very different ranges for steps and kcal.-This watch's sleep tracking is much better, showing when you were in which sleep cycle (light, heavy, REM).-Alexa on this watch is a game changer.This watch is super easy to use. As with other smartwatches, you need to download an app (VeryFit in this case), and the app is great! I appreciate the MANY features of this watch: Alarm setting, Alexa, sleep tracking, pedometer (step count), heart rate, sp02, phone connectivity (you can actually have a phone conversation THROUGH the watch! Other watches I've had only controlled the phone), activity monitoring, health monitoring (water reminders, female cycle reminders, sedentary reminders, stress monitoring), a meditation/breathing feature, weather, music, camera control, and find phone.I would say the value for money is great. High quality UX and UI, intuitive. The only tiny complaint I have (not even big enough to lose a star) is that the watch band itself appears to be a little cheap. It's a silicone band, but the buckle and clasp are made of plastic. I would have preferred metal. No big deal, I can always switch out bands!All in all, 5 out of 5 stars. I love it, the battery lasts nicely."
B0C2YB2G8S,Watch C,KOZIS,5.0 out of 5 stars,5.0 out of 5 starsSurprisingly pleasant,7-Nov-23,"This watch comes with a surprisingly pleasant. With $60 I didn't have high hope, thought it might be a fancy toy, but it indeed is pretty nice. It of course doesn't have all the features like an Apple Watch, but it is very solid for a daily smart watch, at some areas are actually better.What I like:- Lightweight, it feels very light on my wrist, you almost feel it's nothing compare to an Apple Watch, esp Ultra. So comfortable to wear;- Battery life, with a full charge after a full 24 hours of usage, the battery only dropped a little over 10%, I have no doubt it will last couple of days with one full charge, much better than Apple Watch that requires almost daily charging;- Display, very good display, honestly can't tell the difference from those big brands. Sharp, clear and high resolution.- All the essential features that just work, heart rate, SPO2, activity monitor, sleep monitor, they all seem to be working just fine, and in par with the high end sports watch. Reliable is the key, and this watch is reliable.- App, it has its own dedicated app so you can keep the watch sync with your phone. It looks they spent time and resource to really develop the app, check out the review on the app you will see.Of course there are some features lacking, such as no onboard music, no bluetooth headset connectivity, but again you are just spending a fraction to get a reliable working smart watch, that looks great on your wrist. I highly recommend."
B0C2YB2G8S,Watch C,Amazon Customer,4.0 out of 5 stars,4.0 out of 5 starspretty good watch,5-Oct-23,"This watch is pretty nice. I like the flexibility, the fact that it monitors my sleep, heart rate, and oxygen in addition to the normal smart-watch features of detecting exercise and showing me phone notifications. Some of the UI elements were confusing, but swiping up / down / left from the various edges seems to be the trick for accessing most of them."
B0C2YB2G8S,Watch C,PaulPaul,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsThis inexpensive smart watch offers a ton of functionality for its price.,3-Oct-23,"Hi. I picked up this Enomir smart watch for an immediate family member who wanted to wanted to see if she’d like using a swipe screen watch. To that end, I’ve set up the watch for her and have spent quality time with it on my own exploring its features and functionality. The following is a quick review of what I’ve discovered so far ….- My impressions about this watch are almost entirely positive. (More about the “almost” in a bit.)  The screen is bright, crisp, and very easy to read.  Numbers, letters, and symbols are all sharply defined and stand out clearly against the colors of face’s various background. The screen’s swipe function works smoothly and reliably. For folks who are new to smart watches, it’s a motion that feels natural, and becomes second nature, quite quickly.  That it works this well on a $35 watch is impressive.- The exercise and health apps included with this entry level watch run the gamut from simple (step counter, digital and analog face timekeeping) to surprising (blood oxygen, heart rate and sleep monitor).  I’ve compared this watch’s blood oxygen and heart-rate results with the output of other devices I own and the numbers are almost always “spitting distance” close.- The charging cable that comes with this watch has a magnetic connector that is unique.  This cable is used with a 5 volt wall charger and has a standard, full size, USB-B connector on one end and a connector that has (two) magnets and (two) contacts on its opposite end.  This connector attaches to an area on the backside of the watch at its upper center. (See photos above).  This is the first time that I’ve encountered this type of connector, and it is (now) the only one in our house.  I have neither a spare, nor a workaround, if the original cable goes missing.  This is the “almost” I alluded to in my introduction to this review; having a non-standard … unique …. charging cable is the one thing about the watch that gives me pause.The takeaway:  This is an inexpensive, easy to use, customizable smart watch that comes loaded with built-in exercise, health, and sleep monitoring apps."
B0C2YB2G8S,Watch C,caleb me,5.0 out of 5 stars,"5.0 out of 5 stars4 star watch, but I give 5 for the price.",9-Nov-23,"This watch is a very good value, and is a great option if you want to try out a smart watch without dishing out a few hundred dollars.-Pros:-The watch responds pretty quickly to input-Very simple one button design-Customizable faces and screens/menus/pages-Very easy to replace band that does not seem easy to fall off-Lets you turn of most features/pages that you do not want, which saves battery-Has a microphone and a speaker, allowing you to take calls without picking up your phone, although the quality is not great-Cons:-Somewhat limited on face options, you cannot customize each face preset and some faces are paid.-Will not let you use certain features unless you make an account which requires some personal health information-There appears to be no way to reply to texts on the watch-Call history only shows calls made with the watch-Most of the features appear to be focused only on health tracking, more time should have been spent perfecting the notification and communication parts"
B0C2YB2G8S,Watch C,David Hua,5.0 out of 5 stars,5.0 out of 5 starsGood quality and Features for the price,10-Nov-23,"The build quality of the watch is good. The watch feels substantial and wearing the watch is comfortable with nothing poking into my wrist nor the band grinding my skin while wearing it. The screen looks decent and is responsive to touch; it's not the clearest screen but for the price and the fact that it's not a screen that one would expect to be 4k resolution means that the slight blemish that is the blurriness of the screen is easily forgivable.The watch is able to monitor heart rate, breathing, sleeping, pretty accurately and can be used for calls, music, and notification management although it is not possible to see what messages you receive, just that you have received them. There is also a bit of customization that can be done for what is displayed on the main screen of the watch so if you want to view your heartrate, stress, and breathing along with the time you can."
B0C2YB2G8S,Watch C,UnbiasedAlways,3.0 out of 5 stars,3.0 out of 5 starsFeels a bit cheaply made,20-Nov-23,"Granted this is the very first smart watch I've ever owned, so I have nothing to compare it to. But in my opinion it does feel a bit cheap. And the interfaces seem a bit low tech to me.. I actually haven't worn it much.. I don't know if i'm just hypersensitive to emfs but I definitely feel what I would describe as electronic irritation/radiation. So I haven't worn it to track my sleep or much else to be honest. It's not for me."
B0C2YB2G8S,Watch C,CKem,5.0 out of 5 stars,5.0 out of 5 starsGreat for monitoring sleep quality,15-Nov-23,"I compared this watch to another smart watch I have for monitoring sleep quality. This one is definitely more accurate in measuring total sleep time and  reports more information. I like that this watch reports REM, light sleep, and deep sleep and indicates whether the duration is low, normal, or high. It also gives a sleep quality score. The watch was very easy to set up. After only a couple of days, it is evident that it has  a long battery life. I have checked other functions of the watch and they all work fine. For me, measuring sleep quality is what matters and this watch is very good for that."
B0C2YB2G8S,Watch C,Javier k,5.0 out of 5 stars,5.0 out of 5 starsPretty great smartwatch,15-Nov-23,"I have 2 of theses and there are really nice , the price point is awesome compared to other major advertised brands that do practically the same thing. The battery lie on this thing is crazy , they say about a 4 or five days but trust me it takes only about 40% on a full week of wear so far . There are tons of features to use , blood pressure  , heart rate and blood oxygen. Just to name a few.  It wears very comfortable without any irritation, and looks great. Set up was pretty easy once you download the app and connect it with Bluetooth and everything functions very well very responsive"
